tema,status,observacao,tese
365,OK,,"Considerando que é dever do Estado, imposto pelo sistema normativo, manter em seus presídios os padrões mínimos de humanidade previstos no ordenamento jurídico, é de sua responsabilidade, nos termos do art. 37, § 6º, da Constituição, a obrigação de ressarcir os danos, inclusive morais, comprovadamente causados aos detentos em decorrência da falta ou insuficiência das condições legais de encarceramento."
366,OK,,Responsabilidade civil do Estado por danos decorrentes de omissão do dever de fiscalizar comércio de fogos de artifício em residência.
376,OK,,"É constitucional a regra inserida no edital de concurso público, denominada cláusula de barreira, com o intuito de selecionar apenas os candidatos mais bem classificados para prosseguir no certame."
377,OK,,"Nos casos autorizados constitucionalmente de acumulação de cargos, empregos e funções, a incidência do art. 37, inciso XI, da Constituição Federal pressupõe consideração de cada um dos vínculos formalizados, afastada a observância do teto remuneratório quanto ao somatório dos ganhos do agentepúblico."
380,OK,,O art. 17 do ADCT alcança as situações jurídicas cobertas pela coisa julgada.
384,OK,,"Nos casos autorizados constitucionalmente de acumulação de cargos, empregos e funções, a incidência do art. 37, inciso XI, da Constituição Federal pressupõe consideração de cada um dos vínculos formalizados, afastada a observância do teto remuneratório quanto ao somatório dos ganhos do agentepúblico."
386,OK,,"Nos termos do artigo 5º, VIII, da Constituição Federal é possível a realização de etapas de concurso público em datas e horários distintos dos previstos em edital, por candidato que invoca escusa de consciência por motivo de crença religiosa, desde que presentes a razoabilidade da alteração, a preservação da igualdade entre todos os candidatos e que não acarrete ônus desproporcional à Administração Pública, que deverá decidir de maneira fundamentada."
395,OK,,"Ofende o princípio da legalidade a decisão que concede a incorporação de quintos pelo exercício de função comissionada no período de 8/4/1998 até 4/9/2001, ante a carência de fundamento legal."
396,OK,,"Os pensionistas de servidor falecido posteriormente à EC 41/2003 têm direito à paridade com servidores em atividade (EC 41/2003, art. 7º), caso se enquadrem na regra de transição prevista no art. 3º da EC 47/2005. Não tem, contudo, direito à integralidade (CF, art. 40, § 7º, inciso I)."
409,OK,,"É compatível com a Constituição a extensão, aos servidores públicos inativos, dos critérios de cálculo da Gratificação de Desempenho da Carreira da Previdência, Saúde e Trabalho - GDPST estabelecidos para os servidores públicos em atividade."
430,OK,,"É incompatível com a Constituição lei municipal que impõe sanção mais gravosa que a prevista no Código de Trânsito Brasileiro, por extrapolar a competência legislativa do município."
439,OK,,"Desde que mantida a irredutibilidade, não tem o servidor inativo, embora aposentado na última classe da carreira anterior, o direito de perceber proventos correspondentes aos da última classe da nova carreira, reestruturada por lei superveniente."
440,OK,,"A redução da Gratificação Especial de Retorno à Atividade - GERA não implica violação ao princípio da irredutibilidade de vencimentos, se o ingresso ou o reingresso aos quadros do Corpo Voluntário de Militares Estaduais Inativos (CVMI) se deu após a edição da Lei Estadual 10.916/1997."
441,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,Aguardando julgamento de mérito
445,OK,,"Em atenção aos princípios da segurança jurídica e da confiança legítima, os Tribunais de Contas estão sujeitos ao prazo de 5 (cinco) anos para o julgamento da legalidade do ato de concessão inicial de aposentadoria, reforma ou pensão, a contar da chegada do processo à respectiva Corte de Contas."
448,OK,,"É incompatível com a Constituição a extensão, aos policiais militares inativos e pensionistas, do adicional de insalubridade instituído pela Lei Complementar 432/1985 do Estado de São Paulo."
454,OK,,"A nomeação tardia de candidatos aprovados em concurso público, por meio de ato judicial, à qual atribuída eficácia retroativa, não gera direito às promoções ou progressões funcionais que alcançariam houvesse ocorrido, a tempo e modo, a nomeação."
456,OK,,"A antecipação, sem substituição tributária, do pagamento do ICMS para momento anterior à ocorrência do fato gerador necessita de lei em sentido estrito. A substituição tributária progressiva do ICMS reclama previsão em lei complementar federal."
469,OK,,"Nos limites da circunscrição do município e havendo pertinência com o exercício do mandato, garante-se a imunidade ao vereador."
472,OK,,"É constitucional a atribuição às guardas municipais do exercício de poder de polícia de trânsito, inclusive para imposição de sanções administrativas legalmente previstas."
473,OK,,"Não encontra amparo constitucional a pretensão de acumular, no cargo de magistrado ou em qualquer outro, a vantagem correspondente a “quintos”, a que o titular fazia jus quando no exercício de cargo diverso."
476,OK,,"Não é compatível com o regime constitucional de acesso aos cargos públicos a manutenção no cargo, sob fundamento de fato consumado, de candidato não aprovado que nele tomou posse em decorrência de execução provisória de medida liminar ou outro provimento judicial de natureza precária, supervenientemente revogado ou modificado."
480,OK,,"O teto de retribuição estabelecido pela Emenda Constitucional 41/03 possui eficácia imediata, submetendo às referências de valor máximo nele discriminadas todas as verbas de natureza remuneratória percebidas pelos servidores públicos da União, Estados, Distrito Federal e Municípios, ainda que adquiridas de acordo com regime legal anterior. Os valores que ultrapassam os limites estabelecidos para cada nível federativo na Constituição Federal constituem excesso cujo pagamento não pode ser reclamado com amparo nagarantia da irredutibilidade de vencimentos."
483,OK,,"É legítima a publicação, inclusive em sítio eletrônico mantido pela Administração Pública, dos nomes dos seus servidores e do valor dos correspondentes vencimentos e vantagens pecuniárias."
484,OK,,"1) Tribunais de Justiça podem exercer controle abstrato de constitucionalidade de leis municipais utilizando como parâmetro normas da Constituição Federal, desde que se trate de normas de reprodução obrigatória pelos Estados; e 2) O art. 39, § 4º, da Constituição Federal não é incompatível com o pagamento de terço de férias e décimo terceiro salário."
485,OK,,"Não compete ao Poder Judiciário substituir a banca examinadora para reexaminar o conteúdo das questões e os critérios de correção utilizados, salvo ocorrência de ilegalidade ou de inconstitucionalidade"
493,OK,,"Não possui repercussão geral a discussão acerca da constitucionalidade da progressão funcional prevista na Lei 6.110/94, do Estado do Maranhão, conforme o art. 323-B do Regimento Interno do Supremo Tribunal Federal, em redação conferida pela Emenda Regimental nº 54, de 1º de julho de 2020"
500,OK,,"1. O Estado não pode ser obrigado a fornecer medicamentos experimentais. 2. A ausência de registro na ANVISA impede, como regra geral, o fornecimento de medicamento por decisão judicial. 3. É possível, excepcionalmente, a concessão judicial de medicamento sem registro sanitário, em caso de mora irrazoável da ANVISA em apreciar o pedido (prazo superior ao previsto na Lei nº 13.411/2016), quando preenchidos três requisitos: (i) a existência de pedido de registro do medicamento no Brasil (salvo no caso de medicamentos órfãos para doenças raras e ultrarraras);(ii) a existência de registro do medicamento em renomadas agências de regulação no exterior; e (iii) a inexistência de substituto terapêutico com registro no Brasil. 4. As ações que demandem fornecimento de medicamentos sem registro na ANVISA deverão necessariamente ser propostas em face da União."
509,OK,,"A comprovação do triênio de atividade jurídica exigida para o ingresso no cargo de juiz substituto, nos termos do inciso I do art. 93 da Constituição Federal, deve ocorrer no momento da inscrição definitiva no concurso público."
510,OK,,"""A expressão ""Procuradores"", contida na parte final do inciso XI do art. 37 da Constituição da República, compreende os Procuradores Municipais, uma vez que estes se inserem nas funções essenciais à Justiça, estando, portanto, submetidos ao teto de noventa inteiros e vinte e cinco centésimos por cento do subsídio mensal, em espécie, dos Ministros do Supremo Tribunal Federal""."
512,OK,,"O Estado responde subsidiariamente por danos materiais causados a candidatos em concurso público organizado por pessoa jurídica de direito privado (art. 37, § 6º, da CRFB/88), quando os exames são cancelados por indícios de fraude."
514,OK,,"I - A ampliação de jornada de trabalho sem alteração da remuneração do servidor consiste em violação da regra constitucional da irredutibilidade de vencimentos; II - No caso concreto, o § 1º do art. 1º do Decreto estadual 4.345, de 14 de fevereiro de 2005, do Estado do Paraná não se aplica aos servidores elencados em seu caput que, antes de sua edição, estavam legitimamente submetidos a carga horária semanal inferior aquarenta horas."
522,OK,,"A imposição de restrições, por legislação local, à contagem recíproca do tempo de contribuição na administração pública e na atividade privada para fins de concessão de aposentadoria viola o art. 202, § 2º, da Constituição Federal, com redação anterior à EC 20/98."
524,OK,,A concessão de aposentadoria de servidor público por invalidez com proventos integrais exige que a doença incapacitante esteja prevista em rol taxativo da legislação de regência.
525,OK,,"São inconstitucionais as leis que obrigam os supermercados ou similares à prestação de serviços de acondicionamento ou embalagem das compras, por violação ao princípio da livre iniciativa (arts. 1º, IV, e 170 da Constituição)."
531,OK,,"A administração pública deve proceder ao desconto dos dias de paralisação decorrentes do exercício do direito de greve pelos servidores públicos, em virtude da suspensão do vínculo funcional que dela decorre, permitida a compensação em caso de acordo. O desconto será, contudo, incabível se ficar demonstrado que a greve foi provocada por conduta ilícita do Poder Público."
532,OK,,"É constitucional a delegação do poder de polícia, por meio de lei, a pessoas jurídicas de direito privado integrantes da Administração Pública indireta de capital social majoritariamente público que prestem exclusivamente serviço público de atuação própria do Estado e em regime não concorrencia"
535,OK,,A garantia constitucional da gratuidade de ensino não obsta a cobrança por universidades públicas de mensalidade em cursos de especialização.
541,OK,,Exercício do direito de greve por policiais civis.
542,OK,,"A trabalhadora gestante tem direito ao gozo de licença-maternidade e à estabilidade provisória, independentemente do regime jurídico aplicável, se contratual ou administrativo, ainda que ocupe cargo em comissão ou seja contratada por tempo determinado"
543,OK,,A alteração de regência constitucional do salário-família não repercute nas relações jurídicas existentes na data em que promulgada a Emenda Constitucional nº 20/1998.
548,OK,,"1. A educação básica em todas as suas fases - educação infantil, ensino fundamental e ensino médio - constitui direito fundamental de todas as crianças e jovens, assegurado por normas constitucionais de eficácia plena e aplicabilidade direta e imediata. 2. A educação infantil compreende creche (de zero a 3 anos) e a pré-escola (de 4 a 5 anos). Sua oferta pelo Poder Público pode ser exigida individualmente, como no caso examinado neste processo. 3. O Poder Público tem o dever jurídico de dar efetividade integral às normas constitucionais sobre acesso à educação básica."
551,OK,,"Servidores temporários não fazem jus a décimo terceiro salário e férias remuneradas acrescidas do terço constitucional, salvo (I) expressa previsão legal e/ou contratual em sentido contrário, ou (II) comprovado desvirtuamento da contratação temporária pela Administração Pública, em razão de sucessivas e reiteradas renovações e/ouprorrogações"
565,OK,,"É possível a exclusão, em processo administrativo, de policial militar que comete faltas disciplinares, independentemente do curso de ação penal instaurada em razão da mesma conduta."
571,OK,,"Não se aplica a aposentadoria compulsória prevista no artigo 40, parágrafo 1º, inciso II, da Constituição Federal aos titulares de serventias judiciais não estatizadas, desde que não sejam ocupantes de cargo público efetivo e não recebam remuneração proveniente dos cofres públicos."
576,OK,,"O processo e julgamento de prefeito municipal por crime de responsabilidade (Decreto-lei 201/67) não impede sua responsabilização por atos de improbidade administrativa previstos na Lei 8.429/1992, em virtude da autonomia das instâncias."
578,OK,,"(i) Ressalvado o direito de opção, a regra de transição do art. 8º, inciso II da Emenda Constitucional nº 20/98, somente se aplica aos servidores que, quando da sua publicação, ainda não reuniam os requisitos necessários para a aposentadoria; (ii) em se tratando de carreira pública escalonada em classes, a exigência instituída pelo art. 8º, inciso II da Emenda Constitucional n.º 20/98, de cinco anos de efetivo exercício no cargo no qual se dará a aposentadoria, deverá ser compreendida como cinco anos de efetivo exercício na carreira a que pertencente o servidor"
592,OK,,"Em caso de inobservância do seu dever específico de proteção previsto no art. 5º, inciso XLIX, da Constituição Federal, o Estado é responsável pela morte de detento."
595,OK,,"É constitucional a promulgação, pelo Chefe do Poder Executivo, de parte incontroversa de projeto da lei que não foi vetada, antes da manifestação do Poder Legislativo pela manutenção ou pela rejeição do veto, inexistindo vício de inconstitucionalidade dessa parte inicialmente publicada pela ausência de promulgação da derrubada dos vetos."
600,OK,,"Não cabe ao Poder Judiciário, que não tem função legislativa, aumentar qualquer verba de servidores públicos de carreiras distintas sob o fundamento de isonomia, tenham elas caráter remuneratório ou indenizatório."
612,OK,,"Nos termos do art. 37, IX, da Constituição Federal, para que se considere válida a contratação temporária de servidores públicos, é preciso que: a) os casos excepcionais estejam previstos em lei; b) o prazo de contratação seja predeterminado; c) a necessidade seja temporária; d) o interesse público seja excepcional; e) a contratação seja indispensável, sendo vedada para os serviços ordinários permanentes do Estado que estejam sob o espectro das contingências normais da Administração."
624,OK,,"O Poder Judiciário não possui competência para determinar ao Poder Executivo a apresentação de projeto de lei que vise a promover a revisão geral anual da remuneração dos servidores públicos, nem tampouco para fixar o respectivo índice de correção."
627,OK,,"Em se tratando de cargos constitucionalmente acumuláveis, descabe aplicar a vedação de acumulação de aposentadorias e pensões contida na parte final do artigo 11 da Emenda Constitucional 20/98, porquanto destinada apenas aos casos de que trata, ou seja, aos reingressos no serviço público por meio de concurso público antes da publicação da referida emenda e que envolvam cargos inacumuláveis."
635,OK,,"É assegurada ao servidor público inativo a conversão de férias não gozadas, ou de outros direitos de natureza remuneratória, em indenização pecuniária, dada a responsabilidade objetiva da Administração Pública em virtude da vedação ao enriquecimento sem causa.**Observação**: após a oposição de embargos de declaração o STF decidiu permitir o processamento do recurso extraordinário para julgar a questão em relação aos servidores públicos**em atividade**."
639,OK,,"Subtraído o montante que exceder o teto e o subteto previsto no art. 37, inciso XI, da Constituição, tem-se o valor para base de cálculo para a incidência do imposto de renda e da contribuição previdenciária."
642,OK,,"1. O Município prejudicado é o legitimado para a execução de crédito decorrente de multa aplicada por Tribunal de Contas estadual a agente público municipal, em razão de danos causados ao erário municipal. 2. Compete ao Estado-membro a execução de crédito decorrente de multas simples, aplicadas por Tribunais de Contas estaduais a agentes públicos municipais, em razão da inobservância das normas de Direito Financeiro ou, ainda, do descumprimento dos deveres de colaboração impostos, pela legislação, aos agentes públicos fiscalizados. (**Observação**: redação dada pela ADPF n. 1011/DF, com publicação do acórdão em 05/07/2024. A decisão não afeta automaticamente a coisa julgada formada antes da publicação da ata de julgamento, ocorrida em 4 de julho de 2024)."
646,OK,,O estabelecimento de limite de idade para inscrição em concurso público apenas é legítimo quando justificado pela natureza das atribuições do cargo a ser preenchido.
652,OK,,"É inconstitucional a nomeação, pelo Chefe do Executivo, de membro do Ministério Público especial para preenchimento de cargo vago de Conselheiro de Tribunal de Contas local quando se tratar de vaga reservada à escolha da Assembleia Legislativa, devendo-se observar a regra constitucional de divisão proporcional das indicações entre os Poderes Legislativo e Executivo."
656,OK,,"É constitucional, no âmbito dos municípios, o exercício de ações de segurança urbana pelas Guardas Municipais, inclusive policiamento ostensivo e comunitário, respeitadas as atribuições dos demais órgãos de segurança pública previstos no art. 144 da Constituição Federal e excluída qualquer atividade de polícia judiciária, sendo submetidas ao controle externo da atividade policial pelo Ministério Público, nos termos do artigo 129, inciso VII, da CF. Conforme o art. 144, § 8º, da Constituição Federal, as leis municipais devem observar as normas gerais fixadas pelo Congresso Nacional."
664,OK,,"O termo inicial do pagamento diferenciado das gratificações de desempenho entre servidores ativos e inativos é o da data da homologação do resultado das avaliações, após a conclusão do primeiro ciclo de avaliações, não podendo a Administração retroagir os efeitos financeiros a data anterior."
670,OK,,"I - No julgamento de Ação Direta de Inconstitucionalidade proposta para questionar a validade de leis que criam cargos em comissão, ao fundamento de que não se destinam a funções de direção, chefia e assessoramento, o Tribunal deve analisar as atribuições previstas para os cargos; II - Na fundamentação do julgamento, o Tribunal não está obrigado se pronunciar sobre a constitucionalidade de cada cargo criado, individualmente"
